_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO
4882,885/2016 - DP-MUNDO NOVO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",30/05/2016,04:30:00,MS,JAPORÃ,5004809,ZONA RURAL
4883,173/2016 - DP-JUTI,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",29/05/2016,23:00:00,MS,JUTI,5005152,CENTRO
4884,246/2016 - DP-PEDRO GOMES,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",29/05/2016,04:13:00,MS,PEDRO GOMES,5006408,SANTO ANTONIO
4885,8000/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",28/05/2016,06:00:00,MS,CAMPO GRANDE,5002704,MORADA VERDE
4886,6399/2016 - DEPAC-PIRATININGA-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",27/05/2016,05:15:00,MS,CAMPO GRANDE,5002704,JARDIM JOQUEI CLUB
4887,1544/2016 - 1DP-NOVA ANDRADINA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",26/05/2016,21:00:00,MS,NOVA ANDRADINA,5006200,""
4888,1873/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",26/05/2016,08:30:00,MS,PONTA PORÃ,5006606,JARDIM DOS ESTADOS
4889,1870/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",25/05/2016,22:00:00,MS,PONTA PORÃ,5006606,SANTA ISABEL
4890,6253/2016 - DEPAC-PIRATININGA-CG,"ROUBO QUALIFICADO, SE DA VIOLENCIA RESULTA MORTE","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, ROUBO, FATOS TIPICOS QUE RESULTAM EM MORTE",23/05/2016,20:50:00,MS,CAMPO GRANDE,5002704,VILA SAO JORGE DA LAGOA
4891,6250/2016 - DEPAC-PIRATININGA-CG,"HOMICIDIO SIMPLES, ROUBO MAJORADO PELO CONCURSO DE PESSOAS NA FORMA TENTADA, ROUBO MAJORADO PELO EMPREGO DE ARMA, NA FORMA TENTADA, MORTE DECORRENTE DE INTERVENCAO LEGAL DE AGENTE DO ESTADO, LESAO CORPORAL DECORRENTE DE INTERVENÇÃO LEGAL DE AGENTE DO ESTADO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS, FATOS TIPICOS, FATOS TIPICOS",23/05/2016,20:40:00,MS,CAMPO GRANDE,5002704,PIONEIROS
4892,1833/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",23/05/2016,01:02:00,MS,PONTA PORÃ,5006606,""
4893,6208/2016 - DEPAC-PIRATININGA-CG,"HOMICIDIO SIMPLES, ROUBO MAJORADO PELO EMPREGO DE ARMA (REVOGADO PELA LEI 13.654 DE 23/04/18)","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, ROUBO",22/05/2016,22:00:00,MS,CAMPO GRANDE,5002704,CONJUNTO AERO RANCHO
4894,189/2016 - DP-TACURU,"ROUBO QUALIFICADO, SE DA VIOLENCIA RESULTA MORTE","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, ROUBO, FATOS TIPICOS QUE RESULTAM EM MORTE",22/05/2016,14:43:00,MS,TACURU,5007950,""
4895,898/2016 - 1DP-BATAGUASSU,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",21/05/2016,23:40:00,MS,BATAGUASSU,5001904,CENTRO
4896,951/2016 - DP-COSTA RICA,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",21/05/2016,23:30:00,MS,COSTA RICA,5003256,CENTRO
4897,573/2016 - DP-NOVA ALVORADA,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",21/05/2016,03:40:00,MS,NOVA ALVORADA DO SUL,5006002,CENTRO
4898,451/2016 - DP-RIBAS RIO PARDO,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, HOMICIDIO DOLOSO, SE O CRIME É PRATICADO EM CONCURSO DE DUAS OU MAIS PESSOAS","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",21/05/2016,02:15:00,MS,RIBAS DO RIO PARDO,5007109,ZONA URBANA
4899,6103/2016 - DEPAC-PIRATININGA-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",20/05/2016,11:00:00,MS,CAMPO GRANDE,5002704,JARDIM MONUMENTO
4900,6046/2016 - DEPAC-PIRATININGA-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",18/05/2016,22:30:00,MS,CAMPO GRANDE,5002704,VILA MORENINHA III
4901,1701/2016 - DEPAC-DDOS,"HOMICIDIO SIMPLES, FURTO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FURTO, FATOS TIPICOS, FURTO (SEM ART. 155, § 3° DO CP)",18/05/2016,21:00:00,MS,DOURADOS,5003702,""
4902,1779/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",18/05/2016,05:40:00,MS,PONTA PORÃ,5006606,JARDIM PARQUE EUCALIPTOS
4903,1769/2016 - 1DP-PONTA PORÃ,"HOMICIDIO SIMPLES, HOMICIDIO SIMPLES NA FORMA TENTADA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS",18/05/2016,01:10:00,MS,PONTA PORÃ,5006606,CENTRO
4904,1768/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",17/05/2016,18:40:00,MS,PONTA PORÃ,5006606,CENTRO
4905,1689/2016 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",17/05/2016,17:20:00,MS,DOURADOS,5003702,COHAFABA III PLANO
4906,270/2016 - DP-SONORA,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",14/05/2016,21:00:00,MS,SONORA,5007935,CENTRO
4907,7383/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",14/05/2016,21:00:00,MS,TERENOS,5008008,""
4908,777/2016 - DP-CHAPADÃO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",14/05/2016,06:15:00,MS,CHAPADÃO DO SUL,5002951,SIBIPIRUNA
4909,5852/2016 - DEPAC-PIRATININGA-CG,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, ROUBO QUALIFICADO, SE DA VIOLENCIA RESULTA MORTE","FATOS TIPICOS, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, ROUBO, FATOS TIPICOS QUE RESULTAM EM MORTE",13/05/2016,03:30:00,MS,CAMPO GRANDE,5002704,JARDIM ITAMARACA
4910,423/2016 - DP-RIBAS RIO PARDO,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",12/05/2016,23:00:00,MS,RIBAS DO RIO PARDO,5007109,""
4911,724/2016 - DP-AMAMBAI,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",12/05/2016,19:40:00,MS,AMAMBAI,5000609,ZONA RURAL
4912,482/2016 - 2DP-PONTA PORA,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",11/05/2016,12:30:00,MS,PONTA PORÃ,5006606,JARDIM DAS ROSAS
4913,152/2016 - DP-BODOQUENA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",10/05/2016,00:00:00,MS,BODOQUENA,5002159,""
4914,1573/2016 - DEPAC-DDOS,"HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS",08/05/2016,10:30:00,MS,DOURADOS,5003702,""
4915,2780/2016 - 1DP-CORUMBA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",08/05/2016,00:40:00,MS,CORUMBÁ,5003207,CENTRO
4916,7064/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",07/05/2016,15:30:00,MS,SÃO GABRIEL DO OESTE,5007695,CENTRO
4917,1645/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",07/05/2016,10:40:00,MS,PONTA PORÃ,5006606,ZONA RURAL
4918,980/2016 - 1DP-COXIM,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",07/05/2016,00:01:00,MS,COXIM,5003306,""
4919,6953/2016 - DEPAC-CENTRO-CG,"HOMICIDIO SIMPLES, FURTO, RECEPTAÇAO, HOMICIDIO SIMPLES NA FORMA TENTADA, TRAFICO DE DROGAS","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FURTO, FATOS TIPICOS, FURTO (SEM ART. 155, § 3° DO CP), RECEPTAÇAO, FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, DROGAS, FATOS TIPICOS",06/05/2016,02:30:00,MS,CAMPO GRANDE,5002704,JARDIM IMA
4920,2733/2016 - 1DP-CORUMBA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",05/05/2016,23:30:00,MS,CORUMBÁ,5003207,CENTRO
4921,5377/2016 - DEPAC-PIRATININGA-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",02/05/2016,07:45:00,MS,CAMPO GRANDE,5002704,JARDIM COLORADO
4922,5353/2016 - DEPAC-PIRATININGA-CG,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",01/05/2016,19:40:00,MS,CAMPO GRANDE,5002704,LOTEAMENTO VESPASIANO MARTINS
4923,2649/2016 - 1DP-CORUMBA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",01/05/2016,15:00:00,MS,LADÁRIO,5005202,""
4924,305/2016 - DP-ITAPORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",01/05/2016,12:00:00,MS,ITAPORÃ,5004502,CENTRO
4925,461/2016 - DP-ANASTACIO,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, FEMINICIDIO - REVOGADO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",01/05/2016,03:50:00,MS,ANASTÁCIO,5000708,""
4926,1561/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",30/04/2016,21:45:00,MS,PONTA PORÃ,5006606,JARDIM MARAMBAIA
4927,385/2016 - DP-RIBAS RIO PARDO,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",30/04/2016,12:50:00,MS,RIBAS DO RIO PARDO,5007109,CENTRO
4928,5289/2016 - DEPAC-PIRATININGA-CG,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",30/04/2016,08:30:00,MS,CAMPO GRANDE,5002704,JARDIM COLIBRI
4929,850/2016 - DP-IVINHEMA,"HOMICIDIO SIMPLES, ESTUPRO DE VULNERAVEL","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, ESTUPRO DE VULNERÁVEL - ART. 217-A, FATOS TIPICOS, PEDOFILIA, ESTUPRO",29/04/2016,23:00:00,MS,IVINHEMA,5004700,CENTRO
4930,1380/2016 - 1DP-PARANAIBA,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",29/04/2016,20:00:00,MS,PARANAÍBA,5006309,""
4931,2714/2016 - 3DP-CG,"HOMICIDIO SIMPLES, DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, HOMICIDIO DOLOSO, SE O CRIME É PRATICADO EM CONCURSO DE DUAS OU MAIS PESSOAS","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",28/04/2016,21:00:00,MS,CAMPO GRANDE,5002704,VILA DANUBIO AZUL
4932,147/2016 - DHPP,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, HOMICIDIO DOLOSO, SE O CRIME É PRATICADO EM CONCURSO DE DUAS OU MAIS PESSOAS","FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",25/04/2016,20:00:00,MS,CAMPO GRANDE,5002704,JARDIM VERANEIO
4933,1214/2016 - 1DP-NOVA ANDRADINA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",24/04/2016,21:50:00,MS,NOVA ANDRADINA,5006200,MORADA DO SOL
4934,5100/2016 - DEPAC-PIRATININGA-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",24/04/2016,14:30:00,MS,CAMPO GRANDE,5002704,VILA NOVA CAPITAL
4935,1449/2016 - DEPAC-DDOS,"HOMICIDIO DOLOSO, SE O CRIME É PRATICADO EM CONCURSO DE DUAS OU MAIS PESSOAS","FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",23/04/2016,18:20:00,MS,DOURADOS,5003702,CHACARA CALIFORNIA
4936,5057/2016 - DEPAC-PIRATININGA-CG,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",23/04/2016,17:00:00,MS,CAMPO GRANDE,5002704,PAULO COELHO MACHADO
